alumni_career_titles,alumni_info,awards,contact_email,department,dept_news_links,lab_culture,lab_website,last_updated,linkedin_profiles,mentorship_info,num_alumni,num_students,pi_name,publication_abstracts,publication_dates,publication_links,publications,research_summary,scraped_excerpts,social_media_posts,source_url,title_position
Structural Engineer; Materials Engineer,"E. Park (PhD 2021, Airbus); L. Chen (MS 2019, Hexcel)",NSF CAREER (2018); AIAA Structures TC Award (2023),knovak@ncsu.edu,MAE,https://mae.ncsu.edu/news/novak-composites-shm,structures+AI; open science,https://novak-composites.ncsu.edu,2025-09-05,https://linkedin.com/in/kamilanovak,Open data; replication packages; rotating paper leads.,17,8,Dr. Kamila Novak,P1: Wave propagation in laminates.; P2: ML detection of delamination.; P3: Digital twin for wing structures.,2025; 2024; 2022,https://doi.org/10.0000/mae.novak.2025a; https://doi.org/10.0000/mae.novak.2024b; https://doi.org/10.0000/mae.novak.2022c,Guided-Wave SHM in Composites; Delamination Detection with ML; Digital Twins for Wings,Composite structures and structural health monitoring with guided waves and machine learning.,"[Research Tab] SHM, delamination ML, digital twins. (Source: https://novak-composites.ncsu.edu/research)",https://twitter.com/NovakComposites/status/18200008,https://www.mae.ncsu.edu/people/novak,Associate Professor
AM Process Engineer; Materials Engineer,"M. Gupta (MS 2024, GE Additive); N. Diaz (BS 2023, Desktop Metal)",ONR Young Investigator (2024),dalvarez@ncsu.edu,MAE,https://mae.ncsu.edu/news/alvarez-onr-yip,build-and-measure; safety-first; industry-linked,https://alvarez-additive.ncsu.edu,2025-09-05,https://linkedin.com/in/diegoalvarez,Maker-space onboarding; design-to-print pipelines; industry liaisons.,3,6,Dr. Diego Alvarez,P1: Melt pool behavior vs parameters.; P2: Pyrometry for defects.; P3: Heat treatment-property maps.,2025; 2024; 2023,https://doi.org/10.0000/mae.alvarez.2025a; https://doi.org/10.0000/mae.alvarez.2024b; https://doi.org/10.0000/mae.alvarez.2023c,Melt Pool Dynamics in L-PBF; In-Situ Pyrometry for Defect Detection; Post-Process Heat Treatment Maps,Additive manufacturing of high-temperature alloys and in-situ monitoring for quality control.,"[Research Tab] L-PBF dynamics, in-situ pyrometry, heat maps. (Source: https://alvarez-additive.ncsu.edu/research)",https://twitter.com/AlvarezAM/status/18200009,https://www.mae.ncsu.edu/people/alvarez,Assistant Professor
Autonomy Engineer; Controls Engineer,"Y. He (PhD 2019, Aurora); G. Patel (MS 2020, Cruise)",ASME Fellow (2022),psubram@ncsu.edu,MAE,https://mae.ncsu.edu/news/subramanian-autonomy-feature,controls+formal; hardware-in-loop,https://subramanian-autonomy.ncsu.edu,2025-09-05,https://linkedin.com/in/priyasubramanian,Joint advising with ECE; code reviews; flight field trips with student teams.,31,13,Dr. Priya Subramanian,P1: Barrier certificates for UAV safety.; P2: Safe RL controllers.; P3: Guaranteed coordination.,2025; 2024; 2022,https://doi.org/10.0000/mae.subramanian.2025a; https://doi.org/10.0000/mae.subramanian.2024b; https://doi.org/10.0000/mae.subramanian.2022c,Barrier Functions for UAVs; Safe RL for Mobile Robots; Multi-Agent Coordination with Guarantees,Nonlinear control for autonomous aerial and ground vehicles with safety guarantees.,"[Research Tab] Barrier functions, safe RL, coordination. (Source: https://subramanian-autonomy.ncsu.edu/research)",https://twitter.com/SubramanianAuto/status/18200010,https://www.mae.ncsu.edu/people/subramanian,Professor
Thermal Engineer; Process Engineer,"R. Kim (PhD 2021, Intel); A. Silva (MS 2020, Lam Research)",ASME Bergles-Rohsenow Young Investigator (2020),npetrov@ncsu.edu,MAE,https://mae.ncsu.edu/news/petrov-heat-transfer-award,experimental; high-heat-flux; careful,https://petrov-heat.ncsu.edu,2025-09-05,https://linkedin.com/in/nikolaipetrov,Thermal safety training; shared test procedures; replication datasets.,14,8,Dr. Nikolai Petrov,P1: Porous coating boosts CHF.; P2: Microchannel boiling maps.; P3: Transient cooling metrics.,2025; 2024; 2023,https://doi.org/10.0000/mae.petrov.2025a; https://doi.org/10.0000/mae.petrov.2024b; https://doi.org/10.0000/mae.petrov.2023c,CHF Enhancement with Porous Coatings; Flow Boiling in Microchannels; Transient Cooling of Hot Spots,"Boiling heat transfer, two-phase flows, and micro-porous surfaces for high-heat-flux cooling.","[Research Tab] Porous coatings, flow boiling, transient cooling. (Source: https://petrov-heat.ncsu.edu/research)",https://twitter.com/PetrovHeat/status/18200011,https://www.mae.ncsu.edu/people/petrov,Associate Professor
Wind Analyst; Research Engineer,"D. White (MS 2024, NREL); J. Nguyen (BS 2023, Vestas)",NSF CAREER (2025),lhassan@ncsu.edu,MAE,https://mae.ncsu.edu/news/hassan-wind-career,field+lab; data+model,https://hassan-wind.ncsu.edu,2025-09-05,https://linkedin.com/in/lilahassan,Wind tunnel rotations; field campaigns; student-led data processing pipelines.,3,7,Dr. Lila Hassan,P1: ML control for wakes.; P2: Loads under yaw.; P3: Lidar monitoring framework.,2025; 2024; 2023,https://doi.org/10.0000/mae.hassan.2025a; https://doi.org/10.0000/mae.hassan.2024b; https://doi.org/10.0000/mae.hassan.2023c,Wake Steering with ML Controllers; Aeroelastic Loads in Yawed Flow; Lidar-Based Farm Monitoring,"Wind energy aerodynamics, aeroelasticity, and wake control for utility-scale turbines.","[Research Tab] Wake steering, aeroelasticity, lidar. (Source: https://hassan-wind.ncsu.edu/research)",https://twitter.com/HassanWindLab/status/18200012,https://www.mae.ncsu.edu/people/hassan,Assistant Professor
Aerospace Engineer; GN&C Engineer,"G. Allen (PhD 2020, JPL); K. Silva (MS 2021, Blue Origin)",NASA Early Career (2020),mruiz@ncsu.edu,MAE,https://mae.ncsu.edu/news/ruiz-cubesat-mission,mission-driven; hardware-in-loop,https://ruiz-space.ncsu.edu,2025-09-05,https://linkedin.com/in/mateoruiz,CubeSat build studio; mission design sprints; open payload interfaces.,22,10,Dr. Mateo Ruiz,P1: GN&C with star tracker fusion.; P2: Fault-tolerant control.; P3: Modular payload bus design.,2025; 2024; 2022,https://doi.org/10.0000/mae.ruiz.2025a; https://doi.org/10.0000/mae.ruiz.2024b; https://doi.org/10.0000/mae.ruiz.2022c,CubeSat GN&C with Star Trackers; Fault-Tolerant Attitude Control; Modular Payload Buses,"Space systems engineering, CubeSat platforms, and guidance-navigation-control for small spacecraft.","[Research Tab] GN&C, fault tolerance, modular buses. (Source: https://ruiz-space.ncsu.edu/research)",https://twitter.com/RuizSpaceLab/status/18200013,https://www.mae.ncsu.edu/people/ruiz,Associate Professor
Biomechanics Researcher; Medical Device Engineer,"I. Park (PhD 2018, Mayo Clinic); Z. Chen (MS 2019, Stryker)","ASME Fellow (2019); NIH R01 (co-PI, 2023)",fmcallister@ncsu.edu,MAE,https://mae.ncsu.edu/news/mcallister-soft-robotics,human-centered; clinical partnerships,https://mcallister-biomech.ncsu.edu,2025-09-05,https://linkedin.com/in/fionamcallister,Clinical partners; IRB best practices; design with patients-in-the-loop.,29,12,Dr. Fiona McAllister,P1: Soft grippers for therapy.; P2: Gait models.; P3: EMG-driven assistance.,2025; 2023; 2022,https://doi.org/10.0000/mae.mcallister.2025a; https://doi.org/10.0000/mae.mcallister.2023b; https://doi.org/10.0000/mae.mcallister.2022c,Soft Robotic Grippers for Rehab; Musculoskeletal Modeling of Gait; EMG-Driven Exosleeves,Biomechanics and soft robotics for rehabilitation and assistive devices.,"[Research Tab] Soft robotics, gait modeling, EMG sleeves. (Source: https://mcallister-biomech.ncsu.edu/research)",https://twitter.com/McAllisterBio/status/18200014,https://www.mae.ncsu.edu/people/mcallister,Professor
Vehicle Dynamics Engineer; Controls Engineer,"A. Brown (MS 2024, Rivian); P. Kim (BS 2023, Bosch)",NSF CRII (2023),epark@ncsu.edu,MAE,https://mae.ncsu.edu/news/park-vehicle-dynamics-crii,track+sim; safety; reproducibility,https://park-vehicle.ncsu.edu,2025-09-05,https://linkedin.com/in/ethanpark,Vehicle dyno labs; open telemetry datasets; driver-in-the-loop simulators.,4,7,Dr. Ethan Park,P1: Learning tire forces.; P2: Nonlinear observers.; P3: Preview-based suspension control.,2025; 2024; 2023,https://doi.org/10.0000/mae.park.2025a; https://doi.org/10.0000/mae.park.2024b; https://doi.org/10.0000/mae.park.2023c,Learning-Based Tire Force Estimation; Observer Design for Nonlinear Vehicles; Active Suspension with Preview,Vehicle dynamics and control with learning-based observers and tire force estimation.,"[Research Tab] Tire forces, observers, active suspensions. (Source: https://park-vehicle.ncsu.edu/research)",https://twitter.com/ParkVehicleLab/status/18200015,https://www.mae.ncsu.edu/people/park,Assistant Professor
Energy Engineer; Research Scientist,"C. Li (MS 2023, Trane); D. Garcia (PhD 2021, PNNL)",ASHRAE New Investigator (2022),vmarino@ncsu.edu,MAE,https://mae.ncsu.edu/news/marino-hvac-optimization,sustainability; community-engaged,https://marino-thermal.ncsu.edu,2025-09-05,https://linkedin.com/in/valentinamarino,Building energy audits; community partnerships; open energy models.,15,9,Dr. Valentina Marino,P1: Occupant-centric control saves energy.; P2: MPC for buildings.; P3: Urban heat island effects.,2025; 2024; 2022,https://doi.org/10.0000/mae.marino.2025a; https://doi.org/10.0000/mae.marino.2024b; https://doi.org/10.0000/mae.marino.2022c,Occupant-Centric HVAC Control; Model Predictive Control for Buildings; Urban Microclimate Impacts,"Thermal systems, HVAC optimization, and building energy modeling with occupant-centric control.","[Research Tab] Occupant-centric control, MPC, microclimate. (Source: https://marino-thermal.ncsu.edu/research)",https://twitter.com/MarinoThermal/status/18200016,https://www.mae.ncsu.edu/people/marino,Associate Professor
Acoustics Engineer; NVH Engineer,"J. Kim (PhD 2019, NASA Langley); R. Lopez (MS 2018, FCA)",ASA/ASME Pioneers of Acoustics Medal (2023),ohaddadi@ncsu.edu,MAE,https://mae.ncsu.edu/news/haddadi-acoustics-award,measurement-driven; model+experiment,https://haddadi-acoustics.ncsu.edu,2025-09-05,https://linkedin.com/in/omarhaddadi,Weekly acoustics jam sessions; open measurement libraries; shared test rigs.,27,11,Dr. Omar Haddadi,P1: Active control on panels.; P2: Jet noise mitigation.; P3: Acoustic metastructures.,2025; 2024; 2022,https://doi.org/10.0000/mae.haddadi.2025a; https://doi.org/10.0000/mae.haddadi.2024b; https://doi.org/10.0000/mae.haddadi.2022c,Active Vibration Control of Panels; Jet Noise Reduction Strategies; Metastructures for Sound Control,"Aeroacoustics, structural acoustics, and vibration control of lightweight structures.","[Research Tab] Active control, jet noise, metastructures. (Source: https://haddadi-acoustics.ncsu.edu/research)",https://twitter.com/HaddadiAcoustics/status/18200017,https://www.mae.ncsu.edu/people/haddadi,Professor
Manufacturing Engineer; Data Engineer,"E. Thomas (MS 2024, Siemens); R. Wu (BS 2023, FANUC)",NSF CRII (2024),gokafor@ncsu.edu,MAE,https://mae.ncsu.edu/news/okafor-digital-twins,data+hardware; agile; safety,https://okafor-manufacturing.ncsu.edu,2025-09-05,https://linkedin.com/in/graceokafor,Digital twin bootcamps; code of conduct; inclusive design studio.,2,5,Dr. Grace Okafor,P1: Digital twin control.; P2: Real-time anomalies.; P3: Reconfigurable lines.,2025; 2024; 2023,https://doi.org/10.0000/mae.okafor.2025a; https://doi.org/10.0000/mae.okafor.2024b; https://doi.org/10.0000/mae.okafor.2023c,Twin-in-the-Loop Control; Real-Time Anomaly Detection; Reconfigurable Production Lines,"Smart manufacturing, digital twins, and real-time quality analytics for flexible production.","[Research Tab] Digital twins, anomalies, reconfigurable lines. (Source: https://okafor-manufacturing.ncsu.edu/research)",https://twitter.com/OkaforMfgLab/status/18200018,https://www.mae.ncsu.edu/people/okafor,Assistant Professor
Autonomy Engineer; Flight Controls Engineer,"H. Brown (PhD 2020, Skydio); J. Singh (MS 2019, Anduril)",AFOSR Young Investigator (2019),kyamamoto@ncsu.edu,MAE,https://mae.ncsu.edu/news/yamamoto-swarm-flight-tests,field+theory; reproducible; safety-first,https://yamamoto-uav.ncsu.edu,2025-09-05,https://linkedin.com/in/kenjiyamamoto,UAV flight days; safety checklists; open flight logs.,18,9,Dr. Kenji Yamamoto,P1: Resilient formations.; P2: Packet-loss consensus.; P3: Constrained coverage.,2025; 2024; 2022,https://doi.org/10.0000/mae.yamamoto.2025a; https://doi.org/10.0000/mae.yamamoto.2024b; https://doi.org/10.0000/mae.yamamoto.2022c,Resilient Formation Control; Consensus with Packet Loss; Swarm Coverage with Constraints,Distributed control and estimation for UAV swarms with resilient networking.,"[Research Tab] Resilient formations, consensus, coverage. (Source: https://yamamoto-uav.ncsu.edu/research)",https://twitter.com/YamamotoUAV/status/18200019,https://www.mae.ncsu.edu/people/yamamoto,Associate Professor
Aerospace Structures Engineer; Materials Scientist,"T. Rossi (PhD 2018, Airbus); M. Lee (MS 2019, GKN)",AIAA Fellow (2020),bromano@ncsu.edu,MAE,https://mae.ncsu.edu/news/romano-multiscale-aiaa-fellow,multiscale; math+experiment; team-first,https://romano-multiscale.ncsu.edu,2025-09-05,https://linkedin.com/in/beatriceromano,Materials+structures co-advising; open micromechanics codes; quarterly research retreats.,33,12,Dr. Beatrice Romano,P1: UQ in wing structures.; P2: Microstructure stiffness maps.; P3: Stochastic damage evolution.,2025; 2023; 2022,https://doi.org/10.0000/mae.romano.2025a; https://doi.org/10.0000/mae.romano.2023b; https://doi.org/10.0000/mae.romano.2022c,UQ for Composite Wings; Microstructure-Informed Stiffness; Stochastic Damage Progression,Multiscale materials and structures for aerospace with uncertainty quantification.,"[Research Tab] UQ, microstructure, stochastic damage. (Source: https://romano-multiscale.ncsu.edu/research)",https://twitter.com/RomanoMultiscale/status/18200020,https://www.mae.ncsu.edu/people/romano,Professor
Safeguards Scientist; Nuclear Engineer,"M. Rivera (MS 2024, ORNL); M. Zhou (BS 2023, BWXT)",DOE NNSA Early Career (2024),apatel@ncsu.edu,NE,https://ne.ncsu.edu/news/patel-nnsa-early-career,experimental; safety-first; code+data,https://patel-safeguards.ne.ncsu.edu,2025-09-05,https://linkedin.com/in/anika-patel,Biweekly experiment planning; paired mentoring with senior PhD students; open data where possible.,3,6,Dr. Anika Patel,P1: CNNs improve PSD under low SNR.; P2: Fieldable imager with coded aperture.; P3: LSTM detects anomalies in safeguards data.,2025; 2024; 2023,https://doi.org/10.0000/ne.patel.2025a; https://doi.org/10.0000/ne.patel.2024b; https://doi.org/10.0000/ne.patel.2023c,Pulse-Shape Discrimination with Gated CNNs; Portable Neutron/Gamma Imaging System; Safeguards Anomaly Detection from Time-Series,Radiation detection and nuclear safeguards with fast-neutron/gamma discrimination and machine-learning event classification.,"[Research Tab] PSD, neutron/gamma imaging, safeguards analytics. (Source: https://patel-safeguards.ne.ncsu.edu/research); [People] 6 students listed. (Source: https://patel-safeguards.ne.ncsu.edu/people)",https://twitter.com/PatelSafeguards/status/18210001,https://www.ne.ncsu.edu/people/patel,Assistant Professor
Core Design Engineer; Research Scientist,"L. Ahmed (PhD 2021, INL); R. Carter (MS 2020, Westinghouse)",NSF CAREER (2020),joshuakim@ncsu.edu,NE,https://ne.ncsu.edu/news/kim-monte-carlo-coupling,compute-heavy; open-source; verification+validation,https://kim-reactorphysics.ne.ncsu.edu,2025-09-05,https://linkedin.com/in/joshua-kim-ne,Weekly code clinics; version-controlled input decks; collaborative benchmarks with national labs.,18,10,Dr. Joshua Kim,P1: Tight coupling with subchannel TH.; P2: Adaptive meshing for burnup.; P3: Optimization for fast spectrum cores.,2025; 2024; 2022,https://doi.org/10.0000/ne.kim.2025a; https://doi.org/10.0000/ne.kim.2024b; https://doi.org/10.0000/ne.kim.2022c,Coupled OpenMC–Subchannel Solver; Adaptive Mesh for Depletion; Fast Spectrum Core Optimization,Reactor physics and core design with high-fidelity Monte Carlo/transport coupling and burnup optimization.,"[Research Tab] Monte Carlo–TH coupling, burnup, optimization. (Source: https://kim-reactorphysics.ne.ncsu.edu/research)",https://twitter.com/KimReactorLab/status/18210002,https://www.ne.ncsu.edu/people/kim-joshua,Associate Professor
Materials Scientist; Nuclear Materials Engineer,"S. Park (PhD 2019, ORNL); D. Li (MS 2018, Framatome)",ANS Mishima Award (2023),mkowalczyk@ncsu.edu,NE,https://ne.ncsu.edu/news/kowalczyk-ans-mishima,materials+microscopy; rigorous; collaborative,https://kowalczyk-nucmat.ne.ncsu.edu,2025-09-05,https://linkedin.com/in/marta-kowalczyk,Materials hands-on training; instrument time rotations; quarterly IDPs.,30,12,Dr. Marta Kowalczyk,P1: Aging of cascades in ODS.; P2: Loop evolution observed in-situ.; P3: He bubbles under dpa–He maps.,2025; 2024; 2023,https://doi.org/10.0000/ne.kowalczyk.2025a; https://doi.org/10.0000/ne.kowalczyk.2024b; https://doi.org/10.0000/ne.kowalczyk.2023c,Cascade Aging in ODS Steels; In-situ TEM of Loop Evolution; Helium Bubbles in Austenitic Alloys,"Radiation effects in structural materials, ion irradiation proxies for neutron damage, and in-situ TEM under dose.","[Research Tab] ODS steels, in-situ TEM, He bubbles. (Source: https://kowalczyk-nucmat.ne.ncsu.edu/research)",https://twitter.com/KowalczykMatLab/status/18210003,https://www.ne.ncsu.edu/people/kowalczyk,Professor
